,joystick,executed
51,"[1.0, -0.7880923494476428]",[-0.8033583339525957]
52,"[1.0, -0.7880923494476428]",[-0.8168087221596236]
53,"[1.0, -0.7880923494476428]",[-0.7964483469835381]
54,"[1.0, -0.7880923494476428]",[-0.8091172716110123]
55,"[1.0, -0.7880923494476428]",[-0.8145660922246909]
56,"[1.0, -0.7880923494476428]",[-0.7995250843321533]
57,"[1.0, -0.7880923494476428]",[-0.8110906352224067]
58,"[1.0, -0.7880923494476428]",[-0.8005988611246473]
59,"[1.0, -0.7880923494476428]",[-0.786750833686521]
60,"[1.0, -0.7880923494476428]",[-0.8100328802233236]
